date,rank,ticker6,name,primary_driver,predicted,predicted_net,actual,vol_ratio,strategy_name
2026-03-20,3,417200,LS머트리얼즈,AMD,0.007477195406325282,0.002477195406325282,0.016842034284677378,2.583818345855674,tier1
2026-03-23,1,117580,대성에너지,EWY,0.03294053898567035,0.02794053898567035,0.09515260323159784,2.4988200837478334,tier1
2026-03-23,2,081150,티플랙스,KWEB,0.009057315909369364,0.004057315909369364,-0.007385524372230428,3.3672709271351455,tier1
2026-03-24,1,092220,KEC,EWY,0.02481301959915757,0.01981301959915757,0.04046920821114369,9.736252585863589,tier1
2026-03-24,2,062970,한국첨단소재,XLY,0.026995768210763958,0.021995768210763957,0.2066420935968962,8.264813671629012,tier1
2026-03-24,3,348370,엔켐,TSM,0.02648753153264247,0.02148753153264247,-0.2982456140350877,3.2245853814827616,tier1
2026-03-25,1,000300,DH오토넥스,NFLX,0.19670999234439587,0.19170999234439587,0.0,,tier1
2026-03-25,2,007460,에이프로젠,XLB,0.008231855092952793,0.0032318550929527927,0.01796408353413905,6.490411635318939,tier1
2026-03-25,3,475580,에이럭스,XLE,0.007234398229056491,0.002234398229056491,0.0,2.1106198666739417,tier1
2026-03-26,1,348370,엔켐,AMD,0.02547611495922501,0.02047611495922501,0.18380462724935734,6.066087705146085,tier1
2026-03-26,2,432720,퀄리타스반도체,NVDA,0.015292033258942158,0.010292033258942158,0.00591016548463357,7.047447938528279,tier1
2026-03-26,3,451760,컨텍,XBI,0.026044701879546734,0.021044701879546733,0.006091370558375634,2.7138718756148044,tier1
2026-03-27,1,003280,흥아해운,EWY,0.030116437986499003,0.025116437986499002,0.0,1.6461135838152927,tier1
2026-03-27,2,143240,사람인,SMCI,0.00843834600820103,0.0034383460082010294,4.350249321543126e-08,3.0320222093950138,tier1
2026-03-30,1,134380,미원화학,MSFT,0.005858214640796122,0.0008582146407961223,0.0,3.506993006993007,tier1
